Js=https://clonglii.serv00.net/user_data/youtube020.js?t=1719035247000
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
寰宇電視臺(新聞),https://yeslivetv.com/channels/globalnews/
TVBS 56臺,https://yeslivetv.com/channels/tvbs56/
好訊息電視臺(綜合臺),https://yeslivetv.com/channels/goodtv-ch1/
三立電視臺(新聞),https://yeslivetv.com/channels/setnews/
臺視新聞臺,https://yeslivetv.com/channels/ttv/
中天亞洲臺,https://yeslivetv.com/channels/ctiasia/
CCTV4中文國際頻道,https://yeslivetv.com/channels/cctv4/
公共電視臺(公視),https://yeslivetv.com/channels/pts/
TV BRICS中文臺,https://yeslivetv.com/channels/tv-brics-chinese/
Taiwan+(臺灣+),https://yeslivetv.com/channels/taiwanplus/
年代新聞臺,https://yeslivetv.com/channels/era-news/
靖天日本臺,https://yeslivetv.com/channels/goldentv-japan/
民視綜藝臺,https://yeslivetv.com/channels/ftv-variety-show/
民視旅遊臺,https://yeslivetv.com/channels/ftv-travel/
幸福空間居家臺,https://yeslivetv.com/channels/gstv/
信大電視臺,https://yeslivetv.com/channels/sindatv/
誠心電視臺,https://yeslivetv.com/channels/chengsintv/
華視綜藝頻道,https://yeslivetv.com/channels/cts-entertainment/
公視臺語臺,https://yeslivetv.com/channels/pts2/
天良電視臺,https://yeslivetv.com/channels/tltv/
信吉衛視電視臺,https://yeslivetv.com/channels/sjtv/
海豚電視臺,https://yeslivetv.com/channels/dolphin-tv/
桐瑛虎尾電視臺,https://yeslivetv.com/channels/broadcasting-media-production-company/
雙子衛視電視臺,https://yeslivetv.com/channels/tjtv/
momo購物一臺(48頻道),https://yeslivetv.com/channels/momo-ch48/
momo購物二臺(35頻道),https://yeslivetv.com/channels/momo-ch35/
東森購物臺CH34,https://yeslivetv.com/channels/ebc-ch34/
東森購物臺CH46,https://yeslivetv.com/channels/ebc-ch46/
東森購物臺CH47,https://yeslivetv.com/channels/ebc-ch47/
東森購物臺CH60,https://yeslivetv.com/channels/ebc-ch60/
ViVa TV美好購物1臺,https://yeslivetv.com/channels/viva-tv1/
ViVa TV美好購物2臺,https://yeslivetv.com/channels/viva-tv2/
imode TV時尚頻道,https://yeslivetv.com/channels/imode-tv/
新天地民俗臺,https://yeslivetv.com/channels/stdtv-115/
天美麗電視臺,https://yeslivetv.com/channels/hocom/
蕃薯衛星電視臺,https://yeslivetv.com/channels/fanstv/
大立電視臺,https://yeslivetv.com/channels/dalitv/
原住民族電視臺,https://yeslivetv.com/channels/titv/
三大一臺(三大有線電視),https://yeslivetv.com/channels/sdtv/
衛視中文臺,https://yeslivetv.com/channels/star-chinese-channel/
TVBS 42 歡樂臺,https://yeslivetv.com/channels/tvbs42/
緯來日本臺,https://yeslivetv.com/channels/videoland-japan/
緯來育樂臺,https://yeslivetv.com/channels/videoland-maxtv/
博斯高球檯,https://yeslivetv.com/channels/sportcast-golf/
博斯高球二臺,https://yeslivetv.com/channels/sportcast-golf2/
博斯運動一臺,https://yeslivetv.com/channels/sportcast-mod212/
博斯運動二臺,https://yeslivetv.com/channels/sportcast-mod217/
博斯無限臺,https://yeslivetv.com/channels/sportcast-mod208/
博斯無限二臺,https://yeslivetv.com/channels/sportcast-mod209/
博斯網球檯,https://yeslivetv.com/channels/sportcast-mod206/
博斯魅力臺,https://yeslivetv.com/channels/sportcast-mod207/
TRACE Sport Stars,https://yeslivetv.com/channels/trace-sport-stars/
智林體育臺,https://yeslivetv.com/channels/oursport/
時尚運動X,https://yeslivetv.com/channels/sports-x/
CCTV5體育頻道,https://yeslivetv.com/channels/cctv5/
CCTV5+體育賽事頻道,https://yeslivetv.com/channels/cctv5-plus/
GINX Esports TV,https://yeslivetv.com/channels/ginx-esports-tv/
愛爾達體育1臺,https://yeslivetv.com/channels/elta-tv-1/
愛爾達體育2臺,https://yeslivetv.com/channels/elta-tv-2/
愛爾達體育3臺,https://yeslivetv.com/channels/elta-tv-3/
緯來體育臺,https://yeslivetv.com/channels/videoland-sports/
ELEVEN體育1臺（DAZN 1）,https://yeslivetv.com/channels/eleven-sports-1/
ELEVEN體育2臺（DAZN 2）,https://yeslivetv.com/channels/eleven-sports-2/
勁爆體育,https://yeslivetv.com/channels/sitv-sports/
五星體育,https://yeslivetv.com/channels/great-sports/
ESPN,https://yeslivetv.com/channels/espn/
ESPN 2,https://yeslivetv.com/channels/espn2/
飛碟電臺,https://yeslivetv.com/radio/uforadio/
中廣新聞網,https://yeslivetv.com/radio/bbc-news-radio/
中廣流行網 FM103,https://yeslivetv.com/radio/i-like-radio-fm103/
中廣音樂網 FM96,https://yeslivetv.com/radio/i-radio-fm96/
中廣鄉親網 COUNTRY,https://yeslivetv.com/radio/bbc-country/
中廣 I go AM531,https://yeslivetv.com/radio/i-go-am531/
亞洲電臺 FM92.7,https://yeslivetv.com/radio/asia-fm927/
亞太電臺 FM92.3,https://yeslivetv.com/radio/asia-fm923/
飛揚電臺(飛揚調頻)FM89.5,https://yeslivetv.com/radio/asia-fm895/
愛樂電臺 FM99.7,https://yeslivetv.com/radio/fm997/
國立教育廣播電臺(臺北總臺FM臺),https://yeslivetv.com/radio/ner-taipei-fm/
國立教育廣播電臺(臺北總臺AM臺),https://yeslivetv.com/radio/ner-taipei-am/
國立教育廣播電臺(臺中AM臺),https://yeslivetv.com/radio/ner-taichung-am/
國立教育廣播電臺(彰化分臺FM),https://yeslivetv.com/radio/ner-changhua-fm/
國立教育廣播電臺(高雄分臺),https://yeslivetv.com/radio/ner-kaohsiung/
國立教育廣播電臺(臺東分臺FM-1),https://yeslivetv.com/radio/ner-taitung-fm1029/
國立教育廣播電臺(臺東分臺FM-2),https://yeslivetv.com/radio/ner-taitung-fm1005/
國立教育廣播電臺(花蓮分臺FM-1),https://yeslivetv.com/radio/ner-hualien-fm1/
國立教育廣播電臺(花蓮分臺FM-2),https://yeslivetv.com/radio/ner-hualien-fm2/
好事989電臺,https://yeslivetv.com/radio/bestradio-fm989/
好事935電臺,https://yeslivetv.com/radio/bestradio-fm935/
港都983電臺,https://yeslivetv.com/radio/bestradio-fm983/
好事903電臺,https://yeslivetv.com/radio/bestradio-fm903/
愛樂電臺(On Air),https://yeslivetv.com/radio/e-classical-on-air/
愛樂電臺(Jazz Online),https://yeslivetv.com/radio/e-classical-jazz-online/
愛樂電臺(OBG Online),https://yeslivetv.com/radio/e-classical-obg-online/
愛樂電臺(Kids Online),https://yeslivetv.com/radio/e-classical-kids-online/
愛樂電臺(UR Classical),https://yeslivetv.com/radio/e-classical-ur-classical/
CATCHPLAY,https://yeslivetv.com/channels/catchplay/
i-FUN動漫,https://yeslivetv.com/channels/i-fun/
SBN全球財經,https://yeslivetv.com/channels/sbn/
TVBS,https://yeslivetv.com/channels/tvbs56/
TVBS精采,https://yeslivetv.com/channels/tvbs-e/
TVBS歡樂,https://yeslivetv.com/channels/tvbs42/
八大綜合,https://yeslivetv.com/channels/gtv-ch28/
中視,https://yeslivetv.com/channels/ctv-hd/
中視經典,https://yeslivetv.com/channels/ctv-classic/
公視戲劇,https://yeslivetv.com/channels/pts-drama/
臺視財經,https://yeslivetv.com/channels/ttv-finance/
民視臺灣,https://yeslivetv.com/channels/ftvhd/
民視旅遊,https://yeslivetv.com/channels/ftv-travel/
民視第一,https://yeslivetv.com/channels/ftvone/
民視綜藝,https://yeslivetv.com/channels/ftv-variety-show/
民視影劇,https://yeslivetv.com/channels/ftv-film/
幸福空間居家,https://yeslivetv.com/channels/gstv/
東森財經新聞,https://yeslivetv.com/channels/ebcfinancial/
采昌戲劇,https://yeslivetv.com/channels/ccii-ch629/
非凡商業,https://yeslivetv.com/channels/ustvbiz/
非凡新聞,https://yeslivetv.com/channels/ustv/
客家電視,https://yeslivetv.com/channels/hakkatv/
智林體育,https://yeslivetv.com/channels/oursport/
華視,https://yeslivetv.com/channels/cts-hd/
視納華仁紀實,https://yeslivetv.com/channels/cnex/
運通財經,https://yeslivetv.com/channels/eftv/
達文西頻道,https://yeslivetv.com/channels/davinci/
靖天日本,https://yeslivetv.com/channels/goldentv-japan/
靖天卡通,https://yeslivetv.com/channels/golden-mod107/
靖天映畫,https://yeslivetv.com/channels/golden-ch613/
靖天電影,https://yeslivetv.com/channels/goldentv-mod614/
靖天綜合,https://yeslivetv.com/channels/goldentv-mod303/
靖天戲劇,https://yeslivetv.com/channels/goldentv-mod356/
靖洋卡通,https://yeslivetv.com/channels/nice-bingo/
靖洋戲劇,https://yeslivetv.com/channels/goldentv-mod357/
影迷數位電影,https://yeslivetv.com/channels/ccii-ch630/
龍華日韓,https://yeslivetv.com/channels/ltv-japan-korea/
龍華電影,https://yeslivetv.com/channels/ltv-ch611/
龍華戲劇,https://yeslivetv.com/channels/ltv-drama/



📺四季嗅探,#genre#
parse=1
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
民視第一臺,video://https://www.4gtv.tv/channel/4gtv-4gtv003?set=1&ch=22
民視臺灣臺,video://https://www.4gtv.tv/channel/4gtv-4gtv001?set=1&ch=22
民視,video://https://www.4gtv.tv/channel/4gtv-4gtv002?set=1&ch=22
大愛電視,video://https://www.4gtv.tv/channel/4gtv-live007?set=1&ch=22
中視,video://https://www.4gtv.tv/channel/4gtv-4gtv040?set=1&ch=22
中視經典臺,video://https://www.4gtv.tv/channel/4gtv-4gtv080?set=1&ch=22
華視,video://https://www.4gtv.tv/channel/4gtv-4gtv041?set=1&ch=22
三立綜合臺,video://https://www.4gtv.tv/channel/4gtv-live207?set=1&ch=22
客家電視臺,video://https://www.4gtv.tv/channel/4gtv-4gtv043?set=1&ch=22
八大綜藝臺,video://https://www.4gtv.tv/channel/4gtv-4gtv039?set=1&ch=22
中視菁采臺,video://https://www.4gtv.tv/channel/4gtv-4gtv064?set=1&ch=22
TVBS精采臺,video://https://www.4gtv.tv/channel/4gtv-4gtv067?set=1&ch=22
愛爾達娛樂臺,video://https://www.4gtv.tv/channel/4gtv-4gtv070?set=1&ch=22
靖天綜合臺,video://https://www.4gtv.tv/channel/4gtv-4gtv046?set=1&ch=22
靖天日本臺,video://https://www.4gtv.tv/channel/4gtv-4gtv047?set=1&ch=22
新唐人亞太臺,video://https://www.4gtv.tv/channel/4gtv-live050?set=1&ch=22
ARIRANG阿里郎頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv079?set=1&ch=22
Global Trekker,video://https://www.4gtv.tv/channel/4gtv-live112?set=1&ch=22
原住民族電視臺,video://https://www.4gtv.tv/channel/4gtv-live014?set=1&ch=22
東森購物四臺,video://https://www.4gtv.tv/channel/4gtv-live049?set=1&ch=22
LiveABC互動英語頻道,video://https://www.4gtv.tv/channel/4gtv-live030?set=1&ch=22
達文西頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv018?set=1&ch=22
ELTV生活英語臺,video://https://www.4gtv.tv/channel/litv-longturn20?set=1&ch=22
Nick Jr. 兒童頻道,video://https://www.4gtv.tv/channel/4gtv-live032?set=1&ch=22
尼克兒童頻道,video://https://www.4gtv.tv/channel/4gtv-live105?set=1&ch=22
DreamWorks 夢工廠動畫,video://https://www.4gtv.tv/channel/4gtv-live017?set=1&ch=22
靖天卡通臺,video://https://www.4gtv.tv/channel/4gtv-4gtv044?set=1&ch=22
靖洋卡通Nice Bingo,video://https://www.4gtv.tv/channel/4gtv-4gtv057?set=1&ch=22
i-Fun動漫臺,video://https://www.4gtv.tv/channel/litv-ftv15?set=1&ch=22
MOMO親子臺,video://https://www.4gtv.tv/channel/4gtv-live107?set=1&ch=22
東森購物一臺,video://https://www.4gtv.tv/channel/4gtv-live047?set=1&ch=22
鏡電視新聞臺,video://https://www.4gtv.tv/channel/4gtv-4gtv075?set=1&ch=22
東森新聞臺,video://https://www.4gtv.tv/channel/4gtv-live114?set=1&ch=22
華視新聞,video://https://www.4gtv.tv/channel/4gtv-4gtv052?set=1&ch=22
民視新聞臺,video://https://www.4gtv.tv/channel/litv-ftv13?set=1&ch=22
三立新聞iNEWS,video://https://www.4gtv.tv/channel/4gtv-live089?set=1&ch=22
TVBS新聞,video://https://www.4gtv.tv/channel/4gtv-live072?set=1&ch=22
東森財經新聞臺,video://https://www.4gtv.tv/channel/4gtv-live019?set=1&ch=22
中視新聞,video://https://www.4gtv.tv/channel/4gtv-4gtv074?set=1&ch=22
中天新聞臺,video://https://www.4gtv.tv/channel/4gtv-4gtv009?set=1&ch=22
Bloomberg TV,video://https://www.4gtv.tv/channel/4gtv-live059?set=1&ch=22
寰宇新聞臺,video://https://www.4gtv.tv/channel/litv-longturn14?set=1&ch=22
寰宇新聞臺灣臺,video://https://www.4gtv.tv/channel/litv-longturn15?set=1&ch=22
SBN全球財經臺,video://https://www.4gtv.tv/channel/4gtv-live060?set=1&ch=22
寰宇財經臺,video://https://www.4gtv.tv/channel/litv-longturn23?set=1&ch=22
TVBS,video://https://www.4gtv.tv/channel/4gtv-4gtv073?set=1&ch=22
東森購物二臺,video://https://www.4gtv.tv/channel/4gtv-live046?set=1&ch=22
民視綜藝臺,video://https://www.4gtv.tv/channel/4gtv-4gtv004?set=1&ch=22
豬哥亮歌廳秀,video://https://www.4gtv.tv/channel/4gtv-4gtv006?set=1&ch=22
靖天育樂臺,video://https://www.4gtv.tv/channel/4gtv-4gtv062?set=1&ch=22
KLT-靖天國際臺,video://https://www.4gtv.tv/channel/4gtv-4gtv063?set=1&ch=22
Nice TV 靖天歡樂臺,video://https://www.4gtv.tv/channel/4gtv-4gtv054?set=1&ch=22
靖天資訊臺,video://https://www.4gtv.tv/channel/4gtv-4gtv065?set=1&ch=22
TVBS歡樂臺,video://https://www.4gtv.tv/channel/4gtv-4gtv068?set=1&ch=22
韓國娛樂臺 KMTV,video://https://www.4gtv.tv/channel/4gtv-4gtv016?set=1&ch=22
ROCK Entertainment,video://https://www.4gtv.tv/channel/4gtv-live080?set=1&ch=22
Lifetime 娛樂頻道,video://https://www.4gtv.tv/channel/4gtv-live029?set=1&ch=22
電影原聲臺CMusic,video://https://www.4gtv.tv/channel/4gtv-live031?set=1&ch=22
TRACE Urban,video://https://www.4gtv.tv/channel/4gtv-4gtv082?set=1&ch=22
MTV Live HD 音樂頻道,video://https://www.4gtv.tv/channel/4gtv-live025?set=1&ch=22
Mezzo Live HD,video://https://www.4gtv.tv/channel/4gtv-4gtv083?set=1&ch=22
CLASSICA 古典樂,video://https://www.4gtv.tv/channel/4gtv-4gtv059?set=1&ch=22
東森購物三臺,video://https://www.4gtv.tv/channel/4gtv-live048?set=1&ch=22
博斯高球檯,video://https://www.4gtv.tv/channel/litv-longturn05?set=1&ch=22
博斯運動一臺,video://https://www.4gtv.tv/channel/litv-longturn07?set=1&ch=22
博斯無限臺,video://https://www.4gtv.tv/channel/litv-longturn10?set=1&ch=22
博斯網球檯,video://https://www.4gtv.tv/channel/litv-longturn09?set=1&ch=22
TRACE Sport Stars,video://https://www.4gtv.tv/channel/4gtv-4gtv077?set=1&ch=22
智林體育臺,video://https://www.4gtv.tv/channel/4gtv-4gtv101?set=1&ch=22
時尚運動X,video://https://www.4gtv.tv/channel/4gtv-4gtv014?set=1&ch=22
車迷TV,video://https://www.4gtv.tv/channel/4gtv-live201?set=1&ch=22
GINX Esports TV,video://https://www.4gtv.tv/channel/4gtv-4gtv053?set=1&ch=22
TechStorm,video://https://www.4gtv.tv/channel/4gtv-live109?set=1&ch=22
Pet Club TV,video://https://www.4gtv.tv/channel/4gtv-live110?set=1&ch=22
民視旅遊臺,video://https://www.4gtv.tv/channel/litv-ftv07?set=1&ch=22
滾動力rollor,video://https://www.4gtv.tv/channel/4gtv-live012?set=1&ch=22
亞洲旅遊臺,video://https://www.4gtv.tv/channel/litv-longturn17?set=1&ch=22
fun探索娛樂臺,video://https://www.4gtv.tv/channel/4gtv-live011?set=1&ch=22
幸福空間居家臺,video://https://www.4gtv.tv/channel/4gtv-live206?set=1&ch=22
Love Nature,video://https://www.4gtv.tv/channel/4gtv-live208?set=1&ch=22
History 歷史頻道,video://https://www.4gtv.tv/channel/4gtv-live026?set=1&ch=22
愛爾達生活旅遊臺,video://https://www.4gtv.tv/channel/4gtv-live120?set=1&ch=22
LUXE TV Channel,video://https://www.4gtv.tv/channel/4gtv-live121?set=1&ch=22
TV5MONDE STYLE HD 生活時尚,video://https://www.4gtv.tv/channel/4gtv-live122?set=1&ch=22
公視戲劇,video://https://www.4gtv.tv/channel/4gtv-4gtv042?set=1&ch=22
民視影劇臺,video://https://www.4gtv.tv/channel/litv-ftv09?set=1&ch=22
龍華戲劇臺,video://https://www.4gtv.tv/channel/litv-longturn18?set=1&ch=22
HITS頻道,video://https://www.4gtv.tv/channel/4gtv-live620?set=1&ch=22
龍華日韓臺,video://https://www.4gtv.tv/channel/litv-longturn11?set=1&ch=22
八大精彩臺,video://https://www.4gtv.tv/channel/4gtv-4gtv034?set=1&ch=22
靖天戲劇臺,video://https://www.4gtv.tv/channel/4gtv-4gtv058?set=1&ch=22
靖洋戲劇臺,video://https://www.4gtv.tv/channel/4gtv-4gtv045?set=1&ch=22
CI 罪案偵查頻道,video://https://www.4gtv.tv/channel/4gtv-live027?set=1&ch=22
視納華仁紀實頻道,video://https://www.4gtv.tv/channel/4gtv-4gtv013?set=1&ch=22
影迷數位紀實臺,video://https://www.4gtv.tv/channel/4gtv-live023?set=1&ch=22
金光布袋戲,video://https://www.4gtv.tv/channel/4gtv-live144?set=1&ch=22
ROCK Action,video://https://www.4gtv.tv/channel/4gtv-live138?set=1&ch=22
采昌影劇臺,video://https://www.4gtv.tv/channel/4gtv-4gtv049?set=1&ch=22
靖天映畫,video://https://www.4gtv.tv/channel/4gtv-4gtv055?set=1&ch=22
靖天電影臺,video://https://www.4gtv.tv/channel/4gtv-4gtv061?set=1&ch=22
龍華電影臺,video://https://www.4gtv.tv/channel/litv-longturn03?set=1&ch=22
影迷數位電影臺,video://https://www.4gtv.tv/channel/4gtv-4gtv011?set=1&ch=22
amc電影臺,video://https://www.4gtv.tv/channel/4gtv-4gtv017?set=1&ch=22
CinemaWorld,video://https://www.4gtv.tv/channel/4gtv-live069?set=1&ch=22
My Cinema Europe HD 我的歐洲電影,video://https://www.4gtv.tv/channel/4gtv-live157?set=1&ch=22
好訊息2臺,video://https://www.4gtv.tv/channel/litv-ftv17?set=1&ch=22
好訊息,video://https://www.4gtv.tv/channel/litv-ftv16?set=1&ch=22
大愛二臺,video://https://www.4gtv.tv/channel/4gtv-live106?set=1&ch=22
人間衛視,video://https://www.4gtv.tv/channel/4gtv-live008?set=1&ch=22
半島國際新聞臺,video://https://www.4gtv.tv/channel/litv-ftv10?set=1&ch=22
VOA美國之音,video://https://www.4gtv.tv/channel/litv-ftv03?set=1&ch=22
CNBC Asia 財經臺,video://https://www.4gtv.tv/channel/4gtv-live130?set=1&ch=22
DW德國之聲,video://https://www.4gtv.tv/channel/4gtv-live071?set=1&ch=22
國會頻道1,video://https://www.4gtv.tv/channel/4gtv-4gtv084?set=1&ch=22
國會頻道2,video://https://www.4gtv.tv/channel/4gtv-4gtv085?set=1&ch=22
TVBS綜藝臺,video://https://www.4gtv.tv/channel/4gtv-live087?set=1&ch=22
TVBS臺劇臺,video://https://www.4gtv.tv/channel/4gtv-live088?set=1&ch=22
經典電影臺,video://https://www.4gtv.tv/channel/4gtv-live021?set=1&ch=22
經典卡通臺,video://https://www.4gtv.tv/channel/4gtv-live022?set=1&ch=22
兒童卡通臺,video://https://www.4gtv.tv/channel/4gtv-live009?set=1&ch=22
精選動漫臺,video://https://www.4gtv.tv/channel/4gtv-live024?set=1&ch=22
戲劇免費看 1臺,video://https://www.4gtv.tv/channel/4gtv-live010?set=1&ch=22
戲劇免費看 2臺,video://https://www.4gtv.tv/channel/4gtv-live006?set=1&ch=22
電影免費看 1臺,video://https://www.4gtv.tv/channel/4gtv-live013?set=1&ch=22
電影免費看 2臺,video://https://www.4gtv.tv/channel/4gtv-live005?set=1&ch=22
超人力霸王整套看,video://https://www.4gtv.tv/channel/4gtv-live015?set=1&ch=22
花系列 經典劇場,video://https://www.4gtv.tv/channel/4gtv-live016?set=1&ch=22

📺YouTube 新聞,#genre#
Js=https://clonglii.serv00.net/user_data/youtube020.js?t=1719035247000
parse=1
ua=Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/108.0.0.0 Safari/537.36
Decoder=3
民視新聞,http://www.youtube.com/watch?v=ylYJSBUgaMA
民視新聞,https://m.youtube.com/@FTV_News/streams/1
民視新聞,https://www.youtube.com/watch?v=ylYJSBUgaMA&fmt=37
三立 iNews,https://www.youtube.com/watch?v=pF507BLtbqU
三立 iNews,https://m.youtube.com/@setinews/streams/1
三立 Live,https://m.youtube.com/@setnews/live
三立 NEWS+,https://m.youtube.com/watch?v=oZdzzvxTfUY
三立新聞,https://m.youtube.com/watch?v=FoBfXvlOR6I
三立新聞,https://www.youtube.com/watch?v=oZdzzvxTfUY&fmt=37
三立財經,https://www.youtube.com/watch?v=CKjSm5ZeehE&fmt=37
非凡商業,https://www.youtube.com/watch?v=QlJJEwMYzEc
非凡新聞,https://www.youtube.com/watch?v=NHQDx8vCrC4
東森新聞,https://www.youtube.com/watch?v=V1p33hqPrUk
東森新聞,https://m.youtube.com/watch?v=LuQ4S-i5zoE
東森財經新聞,https://www.youtube.com/watch?v=1I2iq41Akmo
東森財經新聞,https://youtu.be/1I2iq41Akmo?list=PLUz3zvlwsLgVePWqWAjGpDBAvr2oz3jZC
東森財經股市,https://www.youtube.com/watch?v=AEBeWMM1atA
東森LIVE,https://www.youtube.com/watch?v=R2iMq5LKXco
東森LIVE,https://m.youtube.com/watch?v=E0zhe2gkXBs
東森LIVE,https://clonglii.serv00.net/youtube_d.php?id=E0zhe2gkXBs&data=normal
TVBS HD,https://bit.ly/2HgBc3K
TVBS HD,https://clonglii.serv00.net/youtube_d.php?id=YvdcZ_jpLXE&data=normal
TVBS HD,https://clonglii.serv00.net/youtube_d.php?id=YvdcZ_jpLXE&ln=2&data=normal
TVBS NEWS,https://www.youtube.com/watch?v=m_dhMSvUCIc
TVBS NEWS,https://m.youtube.com/watch?v=m_dhMSvUCIc
TVBS新聞,https://www.youtube.com/watch?v=2mCSYvcfhtc
TVBS新聞台,https://youtu.be/m_dhMSvUCIc?list=PLUz3zvlwsLgVePWqWAjGpDBAvr2oz3jZC
TVBS新聞台,https://clonglii.serv00.net/youtube_d.php?id=2mCSYvcfhtc&data=normal
TVBS新聞台,https://clonglii.serv00.net/youtube_d.php?id=2mCSYvcfhtc&ln=2&data=normal
中天新聞,https://www.youtube.com/watch?v=vr3XyVCR4T0
中天新聞1臺,https://www.youtube.com/watch?v=oIgbl7t0S_w
中天新聞2台,https://m.youtube.com/@ctiplusnews/streams/1
中天新聞2臺,https://www.youtube.com/watch?v=WPfPjbOLNfE
公視新聞,https://www.youtube.com/watch?v=quwqlazU-c8
公視新聞,https://m.youtube.com/@PNNPTS/streams/1
公視,https://m.youtube.com/@ptslivestream/streams/1
公視台語台,https://m.youtube.com/channel/UCX6SRupi5lTDbIFJEOpReCQ/streams/1
臺視新聞,http://www.youtube.com/watch?v=xL0ch83RAK8
華視新聞,http://m.youtube.com/watch?v=wM0g8EoUZ_E
華視新聞,https://m.youtube.com/@CtsTw/streams/1
鏡新聞,https://www.youtube.com/watch?v=5n0y6b0Q25o
寰宇新聞,http://m.youtube.com/watch?v=6IquAgfvYmc
寰宇新聞,https://m.youtube.com/@globalnewstw/streams/1
寰宇新聞2,https://m.youtube.com/@globalnewstw/streams/3
寰宇新聞,https://www.youtube.com/watch?v=6IquAgfvYmc&fmt=37
寰宇新聞台灣台,https://www.youtube.com/watch?v=w87VGpgd90U&fmt=37
寰宇新聞台灣台,https://m.youtube.com/@globalnewstw/streams/2
寰宇新聞臺灣臺,http://m.youtube.com/live/w87VGpgd90U
寰宇財經台,https://m.youtube.com/@globlemoney/streams/1
中視新聞,https://www.youtube.com/watch?v=TCnaIE_SAtM
中視新聞,https://m.youtube.com/@twctvnews/streams/1
全球財經台,https://m.youtube.com/@user-ro8bu3to2t/streams/1
創世電視,https://cdn.deepcore.online/hlsme/ctv_hk.m3u8&data=normal
台灣地震監視,https://m.youtube.com/@eqm/streams/1 
台視(台灣節點),https://m.youtube.com/watch?v=uDqQo8a7Xmk
台視新聞,https://m.youtube.com/@TTV_NEWS/streams/1
唯心電視台,https://5ddce30eb4b55.streamlock.net/wxtv/wxtvnow.stream/playlist.m3u8&data=normal
國會頻道1,https://m.youtube.com/@parliamentarytv/streams/1
國會頻道2,https://m.youtube.com/@parliamentarytv/live
大愛一臺-全球直播,https://m.youtube.com/watch?v=MIqUplvSRWA
大愛一臺-臺灣直播(台灣節點),https://m.youtube.com/watch?v=oV_i3Hsl_zg
大愛二臺-全球直播,https://m.youtube.com/watch?v=DTNkEm6jaqQ
大愛二臺-臺灣直播(台灣節點),https://m.youtube.com/watch?v=OKvWtVoDR8I
華藏,https://www.youtube.com/watch?v=ypmrwYeLAaQ
華藏衛視,https://m.youtube.com/@hztv2212/streams/1
希望電視台,https://videodelivery.net/f9fac529ef8cc8f8dc702ac06116ad1b/manifest/video.m3u8&data=normal
新唐人,https://www.youtube.com/watch?v=WIhgU_mc05A
新唐人亞太電視台,https://m.youtube.com/@NTDAPTV/streams/1
東京新宿,https://www.youtube.com/watch?v=DjdUEyjx8GM
正德電視台,https://m.youtube.com/@chengteTV/streams/1
正德電視臺,https://www.youtube.com/watch?v=AfcVHGIRbP8
淨空老法師直播台,https://m.youtube.com/@amtbhz/streams/1
淨空老法師直播台,https://js1.amtb.cn/liveedge/_definst_/livetv/playlist.m3u8&data=normal
清海無上師,https://m.youtube.com/@SupremeMasterTVlive/live


